index,source_program_key,source_opponent_label,canonical_opponent_key,canonical_opponent_name,current_d1,games_with_source_label,first_season,last_season,resolution_status,resolution_method,user_choice,audit_note
502,minnesota,at Penn State *!,penn-state,Penn State,Yes,1,2021-2022,2021-2022,RESOLVED,Inherited established project identity,,
503,minnesota,at Penn State*,penn-state,Penn State,Yes,1,2023-2024,2023-2024,RESOLVED,Inherited established project identity,,
504,minnesota,Penn State,penn-state,Penn State,Yes,26,1992-1993,2025-2026,RESOLVED,Inherited established project identity,,
505,minnesota,Penn State * Big Ten Network,penn-state,Penn State,Yes,2,2007-2008,2010-2011,RESOLVED,Inherited established project identity,,
506,minnesota,Penn State Big Ten Network,penn-state,Penn State,Yes,1,2009-2010,2009-2010,RESOLVED,Inherited established project identity,,
507,minnesota,Penn State$$,penn-state,Penn State,Yes,1,1997-1998,1997-1998,RESOLVED,Inherited established project identity,,
508,minnesota,Penn State*,penn-state,Penn State,Yes,1,1975-1976,1975-1976,RESOLVED,Inherited established project identity,,
509,minnesota,vs. #10 Penn State,penn-state,Penn State,Yes,1,2018-2019,2018-2019,RESOLVED,Inherited established project identity,,
510,minnesota,vs. Penn State,penn-state,Penn State,Yes,3,2001-2002,2021-2022,RESOLVED,Inherited established project identity,,
511,minnesota,vs. Penn State * 19/- Big Ten Network,penn-state,Penn State,Yes,1,2008-2009,2008-2009,RESOLVED,Inherited established project identity,,
512,minnesota,at Pittsburgh,pittsburgh,Pittsburgh,Yes,1,1933-1934,1933-1934,RESOLVED,Inherited established project identity,,
513,minnesota,at Pittsburgh #,pittsburgh,Pittsburgh,Yes,1,2021-2022,2021-2022,RESOLVED,Inherited established project identity,,
514,minnesota,Pittsburgh,pittsburgh,Pittsburgh,Yes,2,1932-1933,1950-1951,RESOLVED,Inherited established project identity,,
515,minnesota,vs. Portland ^,portland,Portland,Yes,1,2009-2010,2009-2010,RESOLVED,Inherited established project identity,,
516,minnesota,Princeton,princeton,Princeton,Yes,2,1984-1985,2003-2004,RESOLVED,Inherited established project identity,,
517,minnesota,Princeton +,princeton,Princeton,Yes,1,2021-2022,2021-2022,RESOLVED,Inherited established project identity,,
518,minnesota,Princeton*,princeton,Princeton,Yes,1,1951-1952,1951-1952,RESOLVED,Inherited established project identity,,
519,minnesota,at Providence %,providence,Providence,Yes,1,2017-2018,2017-2018,RESOLVED,Inherited established project identity,,
520,minnesota,Providence###,providence,Providence,Yes,1,1992-1993,1992-1993,RESOLVED,Inherited established project identity,,
521,minnesota,Providence*,providence,Providence,Yes,1,1991-1992,1991-1992,RESOLVED,Inherited established project identity,,
522,minnesota,Puerto Rico-Mayaguez**,puerto-rico-mayaguez,Puerto Rico-Mayaguez,No,1,1996-1997,1996-1997,RESOLVED,Inherited established project identity,,
523,minnesota,#6 Purdue,purdue,Purdue,Yes,1,2025-2026,2025-2026,RESOLVED,Inherited established project identity,,
524,minnesota,at Purdue,purdue,Purdue,Yes,94,1903-1904,2020-2021,RESOLVED,Inherited established project identity,,
525,minnesota,at Purdue * -/16 Big Ten Network,purdue,Purdue,Yes,1,2007-2008,2007-2008,RESOLVED,Inherited established project identity,,
526,minnesota,at Purdue * /5,purdue,Purdue,Yes,1,2022-2023,2022-2023,RESOLVED,Inherited established project identity,,
527,minnesota,at Purdue* /2,purdue,Purdue,Yes,1,2023-2024,2023-2024,RESOLVED,Inherited established project identity,,
528,minnesota,Purdue,purdue,Purdue,Yes,93,1907-1908,2024-2025,RESOLVED,Inherited established project identity,,
529,minnesota,Purdue * -/3 Big Ten Network,purdue,Purdue,Yes,1,2009-2010,2009-2010,RESOLVED,Inherited established project identity,,
530,minnesota,Purdue * /3 ESPN/2,purdue,Purdue,Yes,1,2022-2023,2022-2023,RESOLVED,Inherited established project identity,,
531,minnesota,Purdue * /4,purdue,Purdue,Yes,1,2021-2022,2021-2022,RESOLVED,Inherited established project identity,,
532,minnesota,vs. #2 Purdue,purdue,Purdue,Yes,1,2018-2019,2018-2019,RESOLVED,Inherited established project identity,,
533,minnesota,vs. Purdue,purdue,Purdue,Yes,2,2000-2001,2008-2009,RESOLVED,Inherited established project identity,,
534,minnesota,Purdue Fort Wayne,purdue-fort-wayne,Purdue Fort Wayne,Yes,1,2021-2022,2021-2022,RESOLVED,Inherited established project identity,,
535,minnesota,at Rhode Island,rhode-island,Rhode Island,Yes,1,1996-1997,1996-1997,RESOLVED,Inherited established project identity,,
536,minnesota,Rhode Island,rhode-island,Rhode Island,Yes,1,1994-1995,1994-1995,RESOLVED,Inherited established project identity,,
537,minnesota,at Rice,rice,Rice,Yes,1,1956-1957,1956-1957,RESOLVED,Inherited established project identity,,
538,minnesota,Rice*,rice,Rice,Yes,1,1993-1994,1993-1994,RESOLVED,Inherited established project identity,,
539,minnesota,at Richmond,richmond,Richmond,Yes,1,2013-2014,2013-2014,RESOLVED,Inherited established project identity,,
540,minnesota,Richmond,richmond,Richmond,Yes,2,2001-2002,2012-2013,RESOLVED,Inherited established project identity,,
541,minnesota,Rider,rider,Rider,Yes,1,1989-1990,1989-1990,RESOLVED,Matched exact program registry identity,,
542,minnesota,Ripon,ripon,Ripon,No,1,1908-1909,1908-1909,RESOLVED,Inherited established project identity,,
543,minnesota,Robert Morris,robert-morris,Robert Morris,Yes,1,1990-1991,1990-1991,RESOLVED,Inherited established project identity,,
544,minnesota,at Rochester,rochester,Rochester,No,2,1903-1904,1904-1905,RESOLVED,Inherited established project identity,,
545,minnesota,at Rutgers,rutgers,Rutgers,Yes,6,2015-2016,2024-2025,RESOLVED,Inherited established project identity,,
546,minnesota,at Rutgers * /24,rutgers,Rutgers,Yes,1,2022-2023,2022-2023,RESOLVED,Inherited established project identity,,
547,minnesota,Rutgers,rutgers,Rutgers,Yes,10,1979-1980,2025-2026,RESOLVED,Inherited established project identity,,
548,minnesota,Rutgers#,rutgers,Rutgers,Yes,1,1972-1973,1972-1973,RESOLVED,Inherited established project identity,,
549,minnesota,Rutgers*,rutgers,Rutgers,Yes,1,2023-2024,2023-2024,RESOLVED,Inherited established project identity,,
550,minnesota,vs. #14 Rutgers,rutgers,Rutgers,Yes,1,2017-2018,2017-2018,RESOLVED,Inherited established project identity,,
551,minnesota,vs. Rutgers,rutgers,Rutgers,Yes,1,2014-2015,2014-2015,RESOLVED,Inherited established project identity,,
552,minnesota,at Sacramento State,sacramento-state,Sacramento State,Yes,1,1995-1996,1995-1996,RESOLVED,Inherited established project identity,,
553,minnesota,Sacramento State,sacramento-state,Sacramento State,Yes,3,1994-1995,1998-1999,RESOLVED,Inherited established project identity,,
554,minnesota,Sacred Heart,sacred-heart,Sacred Heart,Yes,1,2002-2003,2002-2003,RESOLVED,Inherited established project identity,,
555,minnesota,at St. Joseph’s,saint-joseph-s,Saint Joseph's,Yes,1,2010-2011,2010-2011,RESOLVED,Mapped historical source alias to current program registry,,
556,minnesota,St. Joseph’s Big Ten Network,saint-joseph-s,Saint Joseph's,Yes,1,2009-2010,2009-2010,RESOLVED,Mapped historical source alias to current program registry,,
557,minnesota,St. Joseph’s*,saint-joseph-s,Saint Joseph's,Yes,2,1963-1964,1965-1966,RESOLVED,Mapped historical source alias to current program registry,,
558,minnesota,at St. Louis,saint-louis,Saint Louis,Yes,2,1947-1948,2002-2003,RESOLVED,Inherited established project identity,,
559,minnesota,Saint Louis,saint-louis,Saint Louis,Yes,1,2020-2021,2020-2021,RESOLVED,Inherited established project identity,,
560,minnesota,Saint Louis**,saint-louis,Saint Louis,Yes,1,1994-1995,1994-1995,RESOLVED,Inherited established project identity,,
561,minnesota,St. Louis,saint-louis,Saint Louis,Yes,1,1946-1947,1946-1947,RESOLVED,Inherited established project identity,,
562,minnesota,St. Louis#,saint-louis,Saint Louis,Yes,1,1995-1996,1995-1996,RESOLVED,Inherited established project identity,,
563,minnesota,Saint Mary’s (Calif.),saint-mary-s,Saint Mary's,Yes,1,2013-2014,2013-2014,RESOLVED,Inherited established project identity,,
564,minnesota,St. Peter’s BTN.com,saint-peter-s,Saint Peter's,Yes,1,2011-2012,2011-2012,RESOLVED,Mapped historical source alias to current program registry,,
565,minnesota,at San Diego State,san-diego-state,San Diego State,Yes,1,1968-1969,1968-1969,RESOLVED,Inherited established project identity,,
566,minnesota,San Diego State,san-diego-state,San Diego State,Yes,1,1969-1970,1969-1970,RESOLVED,Inherited established project identity,,
567,minnesota,San Francisco,san-francisco,San Francisco,Yes,1,2025-2026,2025-2026,RESOLVED,Inherited established project identity,,
568,minnesota,vs. San Francisco (Chase Center),san-francisco-chase-center,San Francisco (Chase Center),No,1,2023-2024,2023-2024,RESOLVED,Inherited established project identity,,
569,minnesota,San Francisco State,san-francisco-state,San Francisco State,No,3,1972-1973,1985-1986,RESOLVED,Inherited established project identity,,
570,minnesota,at San Jose State,san-jose-state,San Jose State,Yes,1,1993-1994,1993-1994,RESOLVED,Inherited established project identity,,
571,minnesota,San Jose State,san-jose-state,San Jose State,Yes,1,1994-1995,1994-1995,RESOLVED,Inherited established project identity,,
572,minnesota,Santa Clara,santa-clara,Santa Clara,Yes,3,1990-1991,2025-2026,RESOLVED,Inherited established project identity,,
573,minnesota,vs. Santa Clara,santa-clara,Santa Clara,Yes,1,2018-2019,2018-2019,RESOLVED,Inherited established project identity,,
574,minnesota,Seattle,seattle-u,Seattle U,Yes,1,2014-2015,2014-2015,RESOLVED,Mapped historical source alias to current program registry,,
575,minnesota,Seniors,seniors,Seniors,No,1,1901-1902,1901-1902,RESOLVED,Inherited established project identity,,
576,minnesota,at Seton Hall,seton-hall,Seton Hall,Yes,1,1999-2000,1999-2000,RESOLVED,Inherited established project identity,,
577,minnesota,Seton Hall,seton-hall,Seton Hall,Yes,1,1998-1999,1998-1999,RESOLVED,Inherited established project identity,,
578,minnesota,Siena,siena,Siena,Yes,1,2010-2011,2010-2011,RESOLVED,Inherited established project identity,,
579,minnesota,Siena#,siena,Siena,Yes,1,1988-1989,1988-1989,RESOLVED,Inherited established project identity,,
580,minnesota,at Southern Methodist,smu,SMU,Yes,4,1956-1957,1962-1963,RESOLVED,Inherited established project identity,,
581,minnesota,SMU,smu,SMU,Yes,1,1954-1955,1954-1955,RESOLVED,Inherited established project identity,,
582,minnesota,Southern Methodist,smu,SMU,Yes,4,1955-1956,1961-1962,RESOLVED,Inherited established project identity,,
583,minnesota,vs. Southern Methodist ^,smu,SMU,Yes,1,2013-2014,2013-2014,RESOLVED,Inherited established project identity,,
584,minnesota,So. Illinois-Edwardsville,so-illinois-edwardsville,So. Illinois-Edwardsville,No,1,1992-1993,1992-1993,RESOLVED,Inherited established project identity,,
585,minnesota,Sophomores,sophomores,Sophomores,No,1,1901-1902,1901-1902,RESOLVED,Inherited established project identity,,
586,minnesota,at South Carolina,south-carolina,South Carolina,Yes,1,1977-1978,1977-1978,RESOLVED,Inherited established project identity,,
587,minnesota,South Carolina,south-carolina,South Carolina,Yes,1,1978-1979,1978-1979,RESOLVED,Inherited established project identity,,
