index,source_program_key,source_opponent_label,canonical_opponent_key,canonical_opponent_name,current_d1,games_with_source_label,first_season,last_season,resolution_status,resolution_method,user_choice,audit_note
317,nebraska,Stetson,stetson,Stetson,Yes,1,2017-2018,2017-2018,RESOLVED,Current D1 registry / established institutional lineage,,
318,nebraska,Stevens Point A.C,stevens-point-ac,Stevens Point A.C.,No,1,1900-1901,1900-1901,RESOLVED,Nebraska media guide / historical non-current identity normalization,,Historical/source label normalized to established institutional/program lineage where applicable.
319,nebraska,Stony Brook,stony-brook,Stony Brook,Yes,1,2023-2024,2023-2024,RESOLVED,Current D1 registry / established institutional lineage,,
320,nebraska,SW Minnesota State,southwest-minnesota-state,Southwest Minnesota State,No,1,2018-2019,2018-2019,RESOLVED,Nebraska media guide / historical non-current identity normalization,,Historical/source label normalized to established institutional/program lineage where applicable.
321,nebraska,SW Missouri State,missouri-state,Missouri State,Yes,1,1982-1983,1982-1983,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
322,nebraska,SW Texas State,texas-state,Texas State,Yes,1,1998-1999,1998-1999,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
323,nebraska,Tampa,tampa,Tampa,No,1,1951-1952,1951-1952,RESOLVED,Nebraska media guide / historical non-current identity normalization,,
324,nebraska,TAMU-Corpus Christi,texas-a-m-corpus-christi,Texas A&M-Corpus Christi,Yes,1,2019-2020,2019-2020,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
325,nebraska,TCU,tcu,TCU,Yes,6,1998-1999,2018-2019,RESOLVED,Current D1 registry / established institutional lineage,,
326,nebraska,Temple,temple,Temple,Yes,1,1936-1937,1936-1937,RESOLVED,Current D1 registry / established institutional lineage,,
327,nebraska,Tennessee,tennessee,Tennessee,Yes,3,2003-2004,2015-2016,RESOLVED,Current D1 registry / established institutional lineage,,
328,nebraska,Tennessee State,tennessee-state,Tennessee State,Yes,1,2021-2022,2021-2022,RESOLVED,Current D1 registry / established institutional lineage,,
329,nebraska,Tennessee Tech,tennessee-tech,Tennessee Tech,Yes,1,1990-1991,1990-1991,RESOLVED,Current D1 registry / established institutional lineage,,
330,nebraska,Tennessee-Martin,ut-martin,UT Martin,Yes,1,2014-2015,2014-2015,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
331,nebraska,Texas,texas,Texas,Yes,22,1964-1965,2010-2011,RESOLVED,Current D1 registry / established institutional lineage,,
332,nebraska,Texas A M,texas-a-m,Texas A&M,Yes,21,1969-1970,2023-2024,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
333,nebraska,Texas Christian,tcu,TCU,Yes,4,1951-1952,1982-1983,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
334,nebraska,Texas Southern,texas-southern,Texas Southern,Yes,1,2004-2005,2004-2005,RESOLVED,Current D1 registry / established institutional lineage,,
335,nebraska,Texas Tech,texas-tech,Texas Tech,Yes,27,1955-1956,2018-2019,RESOLVED,Current D1 registry / established institutional lineage,,
336,nebraska,Texas-Arlington,ut-arlington,UT Arlington,Yes,1,1992-1993,1992-1993,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
337,nebraska,Texas-Pan American,ut-rio-grande-valley,UT Rio Grande Valley,Yes,1,2009-2010,2009-2010,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
338,nebraska,Texas-San Antonio,utsa,UTSA,Yes,5,1993-1994,2002-2003,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
339,nebraska,The Citadel,the-citadel,The Citadel,Yes,4,1990-1991,2013-2014,RESOLVED,Current D1 registry / established institutional lineage,,
340,nebraska,Toledo,toledo,Toledo,Yes,3,1990-1991,1995-1996,RESOLVED,Current D1 registry / established institutional lineage,,
341,nebraska,Topeka YMCA,topeka-ymca,Topeka YMCA,No,2,1901-1902,1901-1902,RESOLVED,Nebraska media guide / historical non-current identity normalization,,
342,nebraska,Troy,troy,Troy,Yes,1,2025-2026,2025-2026,RESOLVED,Current D1 registry / established institutional lineage,,
343,nebraska,Tulane,tulane,Tulane,Yes,3,1982-1983,2012-2013,RESOLVED,Current D1 registry / established institutional lineage,,
344,nebraska,Tulsa,tulsa,Tulsa,Yes,3,1997-1998,2009-2010,RESOLVED,Current D1 registry / established institutional lineage,,
345,nebraska,UAB,uab,UAB,Yes,4,1979-1980,2013-2014,RESOLVED,Current D1 registry / established institutional lineage,,
