index,source_program_key,source_opponent_label,canonical_opponent_key,canonical_opponent_name,current_d1,games_with_source_label,first_season,last_season,resolution_status,resolution_method,user_choice,audit_note
223,michigan,San Diego State,san-diego-state,San Diego State,Yes,2,2021-2022,2025-2026,RESOLVED,Current D1 registry / established institutional lineage,,
224,michigan,San Francisco,san-francisco,San Francisco,Yes,4,1965-1966,2002-2003,RESOLVED,Current D1 registry / established institutional lineage,,
225,michigan,San Jose State,san-jose-state,San Jose State,Yes,1,1962-1963,1962-1963,RESOLVED,Current D1 registry / established institutional lineage,,
226,michigan,Santa Clara,santa-clara,Santa Clara,Yes,1,1948-1949,1948-1949,RESOLVED,Current D1 registry / established institutional lineage,,
227,michigan,Savannah State,savannah-state,Savannah State,No,1,2008-2009,2008-2009,RESOLVED,Michigan record book / historical non-current identity normalization,,
228,michigan,SDSU,south-dakota-state,South Dakota State,Yes,1,2012-2013,2012-2013,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
229,michigan,Selfridge Field,selfridge-field,Selfridge Field,No,2,1942-1943,1942-1943,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
230,michigan,Seton Hall,seton-hall,Seton Hall,Yes,3,1988-1989,2021-2022,RESOLVED,Current D1 registry / established institutional lineage,,
231,michigan,Slippery Rock,slippery-rock,Slippery Rock,No,1,2012-2013,2012-2013,RESOLVED,Michigan record book / historical non-current identity normalization,,
232,michigan,SMU,smu,SMU,Yes,3,2014-2015,2016-2017,RESOLVED,Current D1 registry / established institutional lineage,,
233,michigan,South Alabama,south-alabama,South Alabama,Yes,1,1988-1989,1988-1989,RESOLVED,Current D1 registry / established institutional lineage,,
234,michigan,South Carolina,south-carolina,South Carolina,Yes,6,1961-1962,2018-2019,RESOLVED,Current D1 registry / established institutional lineage,,
235,michigan,South Carolina State,south-carolina-state,South Carolina State,Yes,1,2013-2014,2013-2014,RESOLVED,Current D1 registry / established institutional lineage,,
236,michigan,South Dakota State,south-dakota-state,South Dakota State,Yes,2,1957-1958,1988-1989,RESOLVED,Current D1 registry / established institutional lineage,,
237,michigan,South Florida,south-florida,South Florida,Yes,3,1987-1988,2005-2006,RESOLVED,Current D1 registry / established institutional lineage,,
238,michigan,Southern Illinois,southern-illinois,Southern Illinois,Yes,3,1973-1974,1975-1976,RESOLVED,Current D1 registry / established institutional lineage,,
239,michigan,Southern Mississippi,southern-miss,Southern Miss,Yes,1,2017-2018,2017-2018,RESOLVED,Current D1 registry / established institutional lineage,,
240,michigan,Southern Utah,southern-utah,Southern Utah,Yes,1,2021-2022,2021-2022,RESOLVED,Current D1 registry / established institutional lineage,,
241,michigan,St. Bonaventure,st-bonaventure,St. Bonaventure,Yes,1,2002-2003,2002-2003,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
242,michigan,St. Francis,st-francis-pa,St. Francis (Pa.),No,1,1995-1996,1995-1996,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
243,michigan,St. John’s,st-john-s,St. John's,Yes,6,1964-1965,2023-2024,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
