source_program_key,source_opponent_label,canonical_opponent_key,canonical_opponent_name,current_d1,games_with_source_label,first_season,last_season,resolution_status,resolution_method,user_choice,audit_note
baylor,BYU,byu,BYU,TRUE,1,1978-1979,1978-1979,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry
baylor,"BYU 7,239",byu,BYU,TRUE,1,2012-2013,2012-2013,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry
baylor,"CAL STATE FULLERTON 5,434",cal-state-fullerton,Cal State Fullerton,TRUE,1,2001-2002,2001-2002,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,CAMERON,cameron-okla,Cameron (Okla.),FALSE,1,1930-1931,1930-1931,RESOLVED,historical/non-current identity research,,Baylor official Series Records disambiguates Cameron (Okla.); current non-D1
baylor,CAMP HOOD,camp-hood,Camp Hood,FALSE,1,1945-1946,1945-1946,RESOLVED,historical/non-current identity research,,Historical military-team identity preserved
baylor,CAMPBELL,campbell,Campbell,TRUE,1,1984-1985,1984-1985,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,CENTENARY,centenary,Centenary,FALSE,6,1925-1926,1989-1990,RESOLVED,historical/non-current identity research,,Current non-D1 institution
baylor,"CENTENARY 4,385",centenary,Centenary,FALSE,1,2006-2007,2006-2007,RESOLVED,historical/non-current identity research,,Current non-D1 institution
baylor,"CENTENARY 4,553",centenary,Centenary,FALSE,1,2001-2002,2001-2002,RESOLVED,historical/non-current identity research,,Current non-D1 institution
baylor,"CENTENARY 5,190",centenary,Centenary,FALSE,1,2007-2008,2007-2008,RESOLVED,historical/non-current identity research,,Current non-D1 institution
baylor,"CENTENARY 6,422",centenary,Centenary,FALSE,1,2008-2009,2008-2009,RESOLVED,historical/non-current identity research,,Current non-D1 institution
